BlockNumber,StreetName,helper,State,City,Street_Address,Full_St_Address
1000,"CHERRY AVE, B3",keep,Virginia,Charlottesville,1000 CHERRY AVE,"1000 CHERRY AVE, CHARLOTTESVILLE, VA"
800,"W MAIN ST, 215",keep,Virginia,Charlottesville,800 W MAIN ST,"800 W MAIN ST, CHARLOTTESVILLE, VA"
,EMMET ST S @ MORTON DR,intersection,Virginia,Charlottesville,EMMET ST S @ MORTON DR,"EMMET ST S @ MORTON DR, CHARLOTTESVILLE, VA"
1600,"6TH ST SE, Lot 15",keep,Virginia,Charlottesville,1600 6TH ST SE,"1600 6TH ST SE, CHARLOTTESVILLE, VA"
100,"MANILA ST, B",keep,Virginia,Charlottesville,100 MANILA ST,"100 MANILA ST, CHARLOTTESVILLE, VA"
2000,"HOLIDAY DR, 365",keep,Virginia,Charlottesville,2000 HOLIDAY DR,"2000 HOLIDAY DR, CHARLOTTESVILLE, VA"
,E PRESTON AVE @ N RIDGE MCINTIRE RD,intersection,Virginia,Charlottesville,E PRESTON AVE @ N RIDGE MCINTIRE RD,"E PRESTON AVE @ N RIDGE MCINTIRE RD, CHARLOTTESVILLE, VA"
2000,"CITY WALK WAY, 102",keep,Virginia,Charlottesville,2000 CITY WALK WAY,"2000 CITY WALK WAY, CHARLOTTESVILLE, VA"
1200,"PARK STREET ST, 4",keep,Virginia,Charlottesville,1200 PARK STREET ST,"1200 PARK STREET ST, CHARLOTTESVILLE, VA"
1900,IVY RD,keep,Virginia,Charlottesville,1900 IVY RD,"1900 IVY RD, CHARLOTTESVILLE, VA"
1300,"E MARKET ST, J",keep,Virginia,Charlottesville,1300 E MARKET ST,"1300 E MARKET ST, CHARLOTTESVILLE, VA"
1000,"LINDEN AVE, 205",keep,Virginia,Charlottesville,1000 LINDEN AVE,"1000 LINDEN AVE, CHARLOTTESVILLE, VA"
1500,"CARLTON AVE, 5",keep,Virginia,Charlottesville,1500 CARLTON AVE,"1500 CARLTON AVE, CHARLOTTESVILLE, VA"
700,WALNUT ST,keep,Virginia,Charlottesville,700 WALNUT ST,"700 WALNUT ST, CHARLOTTESVILLE, VA"
800,LYMAN ST,keep,Virginia,Charlottesville,800 LYMAN ST,"800 LYMAN ST, CHARLOTTESVILLE, VA"
100,"WITTON CT, 005",keep,Virginia,Charlottesville,100 WITTON CT,"100 WITTON CT, CHARLOTTESVILLE, VA"
500,"1ST ST N, 302",keep,Virginia,Charlottesville,500 1ST ST N,"500 1ST ST N, CHARLOTTESVILLE, VA"
1100,"FOREST PL, 11",keep,Virginia,Charlottesville,1100 FOREST PL,"1100 FOREST PL, CHARLOTTESVILLE, VA"
900,E BING AVE,keep,Virginia,Charlottesville,900 E BING AVE,"900 E BING AVE, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 5A",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
200,"GARRETT ST, 200",keep,Virginia,Charlottesville,200 GARRETT ST,"200 GARRETT ST, CHARLOTTESVILLE, VA"
,ANGUS RD / NORTH BERKSHIRE RD,drop,Virginia,Charlottesville,ANGUS RD / NORTH BERKSHIRE RD,"ANGUS RD / NORTH BERKSHIRE RD, CHARLOTTESVILLE, VA"
,15TH ST NW / GORDON AVE,drop,Virginia,Charlottesville,15TH ST NW / GORDON AVE,"15TH ST NW / GORDON AVE, CHARLOTTESVILLE, VA"
,SE 2ND ST SW./ W WATER ST. ST,drop,Virginia,Charlottesville,SE 2ND ST SW./ W WATER ST. ST,"SE 2ND ST SW./ W WATER ST. ST, CHARLOTTESVILLE, VA"
1400,"CHERRY AVE, B",keep,Virginia,Charlottesville,1400 CHERRY AVE,"1400 CHERRY AVE, CHARLOTTESVILLE, VA"
1300,"WILLOW DR, B",keep,Virginia,Charlottesville,1300 WILLOW DR,"1300 WILLOW DR, CHARLOTTESVILLE, VA"
100,CLEVELAND AVE,keep,Virginia,Charlottesville,100 CLEVELAND AVE,"100 CLEVELAND AVE, CHARLOTTESVILLE, VA"
,CAROLINE AVE,drop,Virginia,Charlottesville,CAROLINE AVE,"CAROLINE AVE, CHARLOTTESVILLE, VA"
400,2ND ST SE,keep,Virginia,Charlottesville,400 2ND ST SE,"400 2ND ST SE, CHARLOTTESVILLE, VA"
,IVY RD / COPELEY RD,drop,Virginia,Charlottesville,IVY RD / COPELEY RD,"IVY RD / COPELEY RD, CHARLOTTESVILLE, VA"
100,"DUNOVA CT, 2",keep,Virginia,Charlottesville,100 DUNOVA CT,"100 DUNOVA CT, CHARLOTTESVILLE, VA"
1100,"FOREST ST, 2",keep,Virginia,Charlottesville,1100 FOREST ST,"1100 FOREST ST, CHARLOTTESVILLE, VA"
,14TH ST NW / VIRGINIA AVE,drop,Virginia,Charlottesville,14TH ST NW / VIRGINIA AVE,"14TH ST NW / VIRGINIA AVE, CHARLOTTESVILLE, VA"
,GRADY AVE @ GORDON AVE,intersection,Virginia,Charlottesville,GRADY AVE @ GORDON AVE,"GRADY AVE @ GORDON AVE, CHARLOTTESVILLE, VA"
100,LEAKE LN,keep,Virginia,Charlottesville,100 LEAKE LN,"100 LEAKE LN, CHARLOTTESVILLE, VA"
1000,"AVON ST, B",keep,Virginia,Charlottesville,1000 AVON ST,"1000 AVON ST, CHARLOTTESVILLE, VA"
,CONCORD AVE / HARRIS ST,drop,Virginia,Charlottesville,CONCORD AVE / HARRIS ST,"CONCORD AVE / HARRIS ST, CHARLOTTESVILLE, VA"
1400,"MONTICELLO RD, 105",keep,Virginia,Charlottesville,1400 MONTICELLO RD,"1400 MONTICELLO RD, CHARLOTTESVILLE, VA"
,EMMET ST N / MORTON DR,drop,Virginia,Charlottesville,EMMET ST N / MORTON DR,"EMMET ST N / MORTON DR, CHARLOTTESVILLE, VA"
100,10 1/2 ST NW / PAGE ST,keep,Virginia,Charlottesville,100 10 1/2 ST NW / PAGE ST,"100 10 1/2 ST NW / PAGE ST, CHARLOTTESVILLE, VA"
600,"MASON ST, A3",keep,Virginia,Charlottesville,600 MASON ST,"600 MASON ST, CHARLOTTESVILLE, VA"
1400,WELLFORD ST,keep,Virginia,Charlottesville,1400 WELLFORD ST,"1400 WELLFORD ST, CHARLOTTESVILLE, VA"
1700,"ALLIED, E-1",keep,Virginia,Charlottesville,1700 ALLIED,"1700 ALLIED, CHARLOTTESVILLE, VA"
700,BROWN ST,keep,Virginia,Charlottesville,700 BROWN ST,"700 BROWN ST, CHARLOTTESVILLE, VA"
100,"KENT TER, B",keep,Virginia,Charlottesville,100 KENT TER,"100 KENT TER, CHARLOTTESVILLE, VA"
1600,"GORDON AVE, BCK BLDG",keep,Virginia,Charlottesville,1600 GORDON AVE,"1600 GORDON AVE, CHARLOTTESVILLE, VA"
100,BOLLINGWOOD RD,keep,Virginia,Charlottesville,100 BOLLINGWOOD RD,"100 BOLLINGWOOD RD, CHARLOTTESVILLE, VA"
900,"ELLIOTT AVE, B",keep,Virginia,Charlottesville,900 ELLIOTT AVE,"900 ELLIOTT AVE, CHARLOTTESVILLE, VA"
200,5TH ST NE,keep,Virginia,Charlottesville,200 5TH ST NE,"200 5TH ST NE, CHARLOTTESVILLE, VA"
600,"DRUID AVE, 1",keep,Virginia,Charlottesville,600 DRUID AVE,"600 DRUID AVE, CHARLOTTESVILLE, VA"
300,"E MAIN ST, 300-2",keep,Virginia,Charlottesville,300 E MAIN ST,"300 E MAIN ST, CHARLOTTESVILLE, VA"
100,"Q LANKFORD AVE, 6",keep,Virginia,Charlottesville,100 Q LANKFORD AVE,"100 Q LANKFORD AVE, CHARLOTTESVILLE, VA"
1000,LONG ST,keep,Virginia,Charlottesville,1000 LONG ST,"1000 LONG ST, CHARLOTTESVILLE, VA"
,ARLINGTON BLVD / EMMET ST N,drop,Virginia,Charlottesville,ARLINGTON BLVD / EMMET ST N,"ARLINGTON BLVD / EMMET ST N, CHARLOTTESVILLE, VA"
1200,"PARK ST, 4",keep,Virginia,Charlottesville,1200 PARK ST,"1200 PARK ST, CHARLOTTESVILLE, VA"
700,"WALKER, 2D",keep,Virginia,Charlottesville,700 WALKER,"700 WALKER, CHARLOTTESVILLE, VA"
200,FORREST RD,keep,Virginia,Charlottesville,200 FORREST RD,"200 FORREST RD, CHARLOTTESVILLE, VA"
300,"13TH ST NW, 6",keep,Virginia,Charlottesville,300 13TH ST NW,"300 13TH ST NW, CHARLOTTESVILLE, VA"
100,"HOWARD DR, B",keep,Virginia,Charlottesville,100 HOWARD DR,"100 HOWARD DR, CHARLOTTESVILLE, VA"
,NASSAU ST / HAMPTON ST,drop,Virginia,Charlottesville,NASSAU ST / HAMPTON ST,"NASSAU ST / HAMPTON ST, CHARLOTTESVILLE, VA"
200,AZALEA DR,keep,Virginia,Charlottesville,200 AZALEA DR,"200 AZALEA DR, CHARLOTTESVILLE, VA"
1300,"BELLEVIEW AVE, 6A",keep,Virginia,Charlottesville,1300 BELLEVIEW AVE,"1300 BELLEVIEW AVE, CHARLOTTESVILLE, VA"
900,"RIVER RD, 201",keep,Virginia,Charlottesville,900 RIVER RD,"900 RIVER RD, CHARLOTTESVILLE, VA"
100,"KENT TER, Unit B",keep,Virginia,Charlottesville,100 KENT TER,"100 KENT TER, CHARLOTTESVILLE, VA"
100,WATER ST,keep,Virginia,Charlottesville,100 WATER ST,"100 WATER ST, CHARLOTTESVILLE, VA"
,BAILEY RD / PROSPECT AVE,drop,Virginia,Charlottesville,BAILEY RD / PROSPECT AVE,"BAILEY RD / PROSPECT AVE, CHARLOTTESVILLE, VA"
1200,"RIVER VISTA AVE, A",keep,Virginia,Charlottesville,1200 RIVER VISTA AVE,"1200 RIVER VISTA AVE, CHARLOTTESVILLE, VA"
700,"RIDGE ST, Apt A",keep,Virginia,Charlottesville,700 RIDGE ST,"700 RIDGE ST, CHARLOTTESVILLE, VA"
600,MALCOLM CRESENT,keep,Virginia,Charlottesville,600 MALCOLM CRESENT,"600 MALCOLM CRESENT, CHARLOTTESVILLE, VA"
900,"RIVER RD, 901",keep,Virginia,Charlottesville,900 RIVER RD,"900 RIVER RD, CHARLOTTESVILLE, VA"
1000,"W MAIN ST, 324",keep,Virginia,Charlottesville,1000 W MAIN ST,"1000 W MAIN ST, CHARLOTTESVILLE, VA"
,6TH ST SE / GARRETT ST,drop,Virginia,Charlottesville,6TH ST SE / GARRETT ST,"6TH ST SE / GARRETT ST, CHARLOTTESVILLE, VA"
,ALDERMAN RD / LEWIS MOUNTAIN RD,drop,Virginia,Charlottesville,ALDERMAN RD / LEWIS MOUNTAIN RD,"ALDERMAN RD / LEWIS MOUNTAIN RD, CHARLOTTESVILLE, VA"
500,COMMERCE ST,keep,Virginia,Charlottesville,500 COMMERCE ST,"500 COMMERCE ST, CHARLOTTESVILLE, VA"
1200,FOREST ST,keep,Virginia,Charlottesville,1200 FOREST ST,"1200 FOREST ST, CHARLOTTESVILLE, VA"
300,"2ND ST NW, A",keep,Virginia,Charlottesville,300 2ND ST NW,"300 2ND ST NW, CHARLOTTESVILLE, VA"
100,"LANKFORD AVE, 8",keep,Virginia,Charlottesville,100 LANKFORD AVE,"100 LANKFORD AVE, CHARLOTTESVILLE, VA"
200,"W MARKET ST, 4",keep,Virginia,Charlottesville,200 W MARKET ST,"200 W MARKET ST, CHARLOTTESVILLE, VA"
,VILLAGE RD @ DUBLIN RD,intersection,Virginia,Charlottesville,VILLAGE RD @ DUBLIN RD,"VILLAGE RD @ DUBLIN RD, CHARLOTTESVILLE, VA"
100,"WALKER ST, A",keep,Virginia,Charlottesville,100 WALKER ST,"100 WALKER ST, CHARLOTTESVILLE, VA"
2100,"JEFFERSON PARK AVE, A",keep,Virginia,Charlottesville,2100 JEFFERSON PARK AVE,"2100 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
1500,"EMARKET ST, 201",keep,Virginia,Charlottesville,1500 EMARKET ST,"1500 EMARKET ST, CHARLOTTESVILLE, VA"
1600,"GROVE ST EXT, B",keep,Virginia,Charlottesville,1600 GROVE ST EXT,"1600 GROVE ST EXT, CHARLOTTESVILLE, VA"
,KENWOOD LN / MEADOWBROOK HEIGHTS RD,drop,Virginia,Charlottesville,KENWOOD LN / MEADOWBROOK HEIGHTS RD,"KENWOOD LN / MEADOWBROOK HEIGHTS RD, CHARLOTTESVILLE, VA"
,EMMET ST. N/ANGUS RD.,drop,Virginia,Charlottesville,EMMET ST. N/ANGUS RD.,"EMMET ST. N/ANGUS RD., CHARLOTTESVILLE, VA"
100,"HAMMOND ST, B",keep,Virginia,Charlottesville,100 HAMMOND ST,"100 HAMMOND ST, CHARLOTTESVILLE, VA"
100,"1ST ST S, 202",keep,Virginia,Charlottesville,100 1ST ST S,"100 1ST ST S, CHARLOTTESVILLE, VA"
400,"17TH ST NW, 329",keep,Virginia,Charlottesville,400 17TH ST NW,"400 17TH ST NW, CHARLOTTESVILLE, VA"
1800,"JEFFERSON PARK AVE, 27",keep,Virginia,Charlottesville,1800 JEFFERSON PARK AVE,"1800 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
300,"10 1/2 ST NW, A",keep,Virginia,Charlottesville,300 10 1/2 ST NW,"300 10 1/2 ST NW, CHARLOTTESVILLE, VA"
1600,"EMMET ST N, 410",keep,Virginia,Charlottesville,1600 EMMET ST N,"1600 EMMET ST N, CHARLOTTESVILLE, VA"
1100,"FOREST ST, 7",keep,Virginia,Charlottesville,1100 FOREST ST,"1100 FOREST ST, CHARLOTTESVILLE, VA"
,MADISON LN / CHANCELLOR ST,drop,Virginia,Charlottesville,MADISON LN / CHANCELLOR ST,"MADISON LN / CHANCELLOR ST, CHARLOTTESVILLE, VA"
200,"CARLTON RD, 16",keep,Virginia,Charlottesville,200 CARLTON RD,"200 CARLTON RD, CHARLOTTESVILLE, VA"
1000,"WERTLAND ST, 405",keep,Virginia,Charlottesville,1000 WERTLAND ST,"1000 WERTLAND ST, CHARLOTTESVILLE, VA"
900,"RIVER RD, 109",keep,Virginia,Charlottesville,900 RIVER RD,"900 RIVER RD, CHARLOTTESVILLE, VA"
,PRESTON AVE / MADISON AVE,drop,Virginia,Charlottesville,PRESTON AVE / MADISON AVE,"PRESTON AVE / MADISON AVE, CHARLOTTESVILLE, VA"
,RAYMOND AVE,drop,Virginia,Charlottesville,RAYMOND AVE,"RAYMOND AVE, CHARLOTTESVILLE, VA"
700,"E HIGH ST, 301",keep,Virginia,Charlottesville,700 E HIGH ST,"700 E HIGH ST, CHARLOTTESVILLE, VA"
800,"W MAIN ST, 510",keep,Virginia,Charlottesville,800 W MAIN ST,"800 W MAIN ST, CHARLOTTESVILLE, VA"
1900,"LEWIS MOUNTAIN RD, Apt A",keep,Virginia,Charlottesville,1900 LEWIS MOUNTAIN RD,"1900 LEWIS MOUNTAIN RD, CHARLOTTESVILLE, VA"
1000,"WERTLAND ST, 1-B",keep,Virginia,Charlottesville,1000 WERTLAND ST,"1000 WERTLAND ST, CHARLOTTESVILLE, VA"
600,ORANGE ST,keep,Virginia,Charlottesville,600 ORANGE ST,"600 ORANGE ST, CHARLOTTESVILLE, VA"
200,NW 2ND STREET,keep,Virginia,Charlottesville,200 NW 2ND STREET,"200 NW 2ND STREET, CHARLOTTESVILLE, VA"
,CHANCELLOR ST / UNIVERSITY AVE,drop,Virginia,Charlottesville,CHANCELLOR ST / UNIVERSITY AVE,"CHANCELLOR ST / UNIVERSITY AVE, CHARLOTTESVILLE, VA"
1100,"JOHN ST, D",keep,Virginia,Charlottesville,1100 JOHN ST,"1100 JOHN ST, CHARLOTTESVILLE, VA"
200,SECOND NW,keep,Virginia,Charlottesville,200 SECOND NW,"200 SECOND NW, CHARLOTTESVILLE, VA"
1000,"LINDEN AVE, 211",keep,Virginia,Charlottesville,1000 LINDEN AVE,"1000 LINDEN AVE, CHARLOTTESVILLE, VA"
1300,"CARLTON AVE, 404",keep,Virginia,Charlottesville,1300 CARLTON AVE,"1300 CARLTON AVE, CHARLOTTESVILLE, VA"
100,EMMET ST,keep,Virginia,Charlottesville,100 EMMET ST,"100 EMMET ST, CHARLOTTESVILLE, VA"
100,"IVY DR, 3",keep,Virginia,Charlottesville,100 IVY DR,"100 IVY DR, CHARLOTTESVILLE, VA"
1000,FERN CT,keep,Virginia,Charlottesville,1000 FERN CT,"1000 FERN CT, CHARLOTTESVILLE, VA"
,E WATER ST / CARLTON RD,drop,Virginia,Charlottesville,E WATER ST / CARLTON RD,"E WATER ST / CARLTON RD, CHARLOTTESVILLE, VA"
100,"SUNSET AVE, A",keep,Virginia,Charlottesville,100 SUNSET AVE,"100 SUNSET AVE, CHARLOTTESVILLE, VA"
,GRADY AVE @ PRESTON AVE,intersection,Virginia,Charlottesville,GRADY AVE @ PRESTON AVE,"GRADY AVE @ PRESTON AVE, CHARLOTTESVILLE, VA"
400,"HARRIS RD, A",keep,Virginia,Charlottesville,400 HARRIS RD,"400 HARRIS RD, CHARLOTTESVILLE, VA"
600,"CHERRY AVE, A",keep,Virginia,Charlottesville,600 CHERRY AVE,"600 CHERRY AVE, CHARLOTTESVILLE, VA"
1200,EDGE HILL RD,keep,Virginia,Charlottesville,1200 EDGE HILL RD,"1200 EDGE HILL RD, CHARLOTTESVILLE, VA"
2500,FONTAINE AVE,keep,Virginia,Charlottesville,2500 FONTAINE AVE,"2500 FONTAINE AVE, CHARLOTTESVILLE, VA"
800,"W MAIN ST, 308",keep,Virginia,Charlottesville,800 W MAIN ST,"800 W MAIN ST, CHARLOTTESVILLE, VA"
400,LOCHLYN HILL DR,keep,Virginia,Charlottesville,400 LOCHLYN HILL DR,"400 LOCHLYN HILL DR, CHARLOTTESVILLE, VA"
1200,"CEDARS CT, 418B",keep,Virginia,Charlottesville,1200 CEDARS CT,"1200 CEDARS CT, CHARLOTTESVILLE, VA"
200,"14TH ST NW, 609",keep,Virginia,Charlottesville,200 14TH ST NW,"200 14TH ST NW, CHARLOTTESVILLE, VA"
,5TH ST NE / E JEFFERSON ST,drop,Virginia,Charlottesville,5TH ST NE / E JEFFERSON ST,"5TH ST NE / E JEFFERSON ST, CHARLOTTESVILLE, VA"
1500,"VIRGINIA AVE, 306",keep,Virginia,Charlottesville,1500 VIRGINIA AVE,"1500 VIRGINIA AVE, CHARLOTTESVILLE, VA"
2100,"JEFFERSON PARK AVE, H",keep,Virginia,Charlottesville,2100 JEFFERSON PARK AVE,"2100 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
2400,"ARLINGTON BLVD, 73",keep,Virginia,Charlottesville,2400 ARLINGTON BLVD,"2400 ARLINGTON BLVD, CHARLOTTESVILLE, VA"
1000,N EMMET STREET ST N,keep,Virginia,Charlottesville,1000 N EMMET STREET ST N,"1000 N EMMET STREET ST N, CHARLOTTESVILLE, VA"
500,"COURT SQ, 606",keep,Virginia,Charlottesville,500 COURT SQ,"500 COURT SQ, CHARLOTTESVILLE, VA"
200,"SUNSET AVE, D",keep,Virginia,Charlottesville,200 SUNSET AVE,"200 SUNSET AVE, CHARLOTTESVILLE, VA"
1300,"POPLAR ST, B",keep,Virginia,Charlottesville,1300 POPLAR ST,"1300 POPLAR ST, CHARLOTTESVILLE, VA"
800,"W MAIN ST, office",keep,Virginia,Charlottesville,800 W MAIN ST,"800 W MAIN ST, CHARLOTTESVILLE, VA"
900,"ST CLAIR AVE, B",keep,Virginia,Charlottesville,900 ST CLAIR AVE,"900 ST CLAIR AVE, CHARLOTTESVILLE, VA"
,E HIGH ST,drop,Virginia,Charlottesville,E HIGH ST,"E HIGH ST, CHARLOTTESVILLE, VA"
500,"STONEHENGE AVE, B",keep,Virginia,Charlottesville,500 STONEHENGE AVE,"500 STONEHENGE AVE, CHARLOTTESVILLE, VA"
500,"STONEHENGE AVE, A",keep,Virginia,Charlottesville,500 STONEHENGE AVE,"500 STONEHENGE AVE, CHARLOTTESVILLE, VA"
500,"HARRIS RD, 142",keep,Virginia,Charlottesville,500 HARRIS RD,"500 HARRIS RD, CHARLOTTESVILLE, VA"
300,"15TH ST NW, 1048",keep,Virginia,Charlottesville,300 15TH ST NW,"300 15TH ST NW, CHARLOTTESVILLE, VA"
,GORDON AVE,drop,Virginia,Charlottesville,GORDON AVE,"GORDON AVE, CHARLOTTESVILLE, VA"
,PROSPECT AVE / FOREST HILLS AVE,drop,Virginia,Charlottesville,PROSPECT AVE / FOREST HILLS AVE,"PROSPECT AVE / FOREST HILLS AVE, CHARLOTTESVILLE, VA"
,14TH ST NW / SADLER ST,drop,Virginia,Charlottesville,14TH ST NW / SADLER ST,"14TH ST NW / SADLER ST, CHARLOTTESVILLE, VA"
1800,"JEFFERSON PARK AVE, 508",keep,Virginia,Charlottesville,1800 JEFFERSON PARK AVE,"1800 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
100,"MELBOURNE PARK CIR, Apt C",keep,Virginia,Charlottesville,100 MELBOURNE PARK CIR,"100 MELBOURNE PARK CIR, CHARLOTTESVILLE, VA"
1000,"E MARKET ST, 4",keep,Virginia,Charlottesville,1000 E MARKET ST,"1000 E MARKET ST, CHARLOTTESVILLE, VA"
1400,"MONTICELLO RD, 21",keep,Virginia,Charlottesville,1400 MONTICELLO RD,"1400 MONTICELLO RD, CHARLOTTESVILLE, VA"
1600,"MERIDIAN ST, A2",keep,Virginia,Charlottesville,1600 MERIDIAN ST,"1600 MERIDIAN ST, CHARLOTTESVILLE, VA"
100,OLD PRESTON RD,keep,Virginia,Charlottesville,100 OLD PRESTON RD,"100 OLD PRESTON RD, CHARLOTTESVILLE, VA"
1600,"EMMET ST N, 230",keep,Virginia,Charlottesville,1600 EMMET ST N,"1600 EMMET ST N, CHARLOTTESVILLE, VA"
100,203 14TH ST NW ST NW,keep,Virginia,Charlottesville,100 203 14TH ST NW ST NW,"100 203 14TH ST NW ST NW, CHARLOTTESVILLE, VA"
1500,"CARLTON AVE, 45",keep,Virginia,Charlottesville,1500 CARLTON AVE,"1500 CARLTON AVE, CHARLOTTESVILLE, VA"
600,"PARK ST, Apt 5",keep,Virginia,Charlottesville,600 PARK ST,"600 PARK ST, CHARLOTTESVILLE, VA"
100,GROVER CT,keep,Virginia,Charlottesville,100 GROVER CT,"100 GROVER CT, CHARLOTTESVILLE, VA"
700,250 BYPASS,keep,Virginia,Charlottesville,700 250 BYPASS,"700 250 BYPASS, CHARLOTTESVILLE, VA"
400,"CARL SMITH ST, 103",keep,Virginia,Charlottesville,400 CARL SMITH ST,"400 CARL SMITH ST, CHARLOTTESVILLE, VA"
,HARRIS ST / CONCORD AVE,drop,Virginia,Charlottesville,HARRIS ST / CONCORD AVE,"HARRIS ST / CONCORD AVE, CHARLOTTESVILLE, VA"
2700,"MCELROY DR, A",keep,Virginia,Charlottesville,2700 MCELROY DR,"2700 MCELROY DR, CHARLOTTESVILLE, VA"
100,"13TH ST NW, 4",keep,Virginia,Charlottesville,100 13TH ST NW,"100 13TH ST NW, CHARLOTTESVILLE, VA"
,ELKHORN RD / SHAMROCK RD,drop,Virginia,Charlottesville,ELKHORN RD / SHAMROCK RD,"ELKHORN RD / SHAMROCK RD, CHARLOTTESVILLE, VA"
1200,"WERTLAND ST, 120",keep,Virginia,Charlottesville,1200 WERTLAND ST,"1200 WERTLAND ST, CHARLOTTESVILLE, VA"
2300,"SHELBY DR, B",keep,Virginia,Charlottesville,2300 SHELBY DR,"2300 SHELBY DR, CHARLOTTESVILLE, VA"
200,"CARLTON RD, 10",keep,Virginia,Charlottesville,200 CARLTON RD,"200 CARLTON RD, CHARLOTTESVILLE, VA"
300,6TH ST SE,keep,Virginia,Charlottesville,300 6TH ST SE,"300 6TH ST SE, CHARLOTTESVILLE, VA"
1900,"LEWIS MOUNTAIN RD, B",keep,Virginia,Charlottesville,1900 LEWIS MOUNTAIN RD,"1900 LEWIS MOUNTAIN RD, CHARLOTTESVILLE, VA"
100,IVY DR,keep,Virginia,Charlottesville,100 IVY DR,"100 IVY DR, CHARLOTTESVILLE, VA"
400,"10TH ST NW, 122",keep,Virginia,Charlottesville,400 10TH ST NW,"400 10TH ST NW, CHARLOTTESVILLE, VA"
200,"PALATINE AVE, A",keep,Virginia,Charlottesville,200 PALATINE AVE,"200 PALATINE AVE, CHARLOTTESVILLE, VA"
200,"5TH ST SW, 101",keep,Virginia,Charlottesville,200 5TH ST SW,"200 5TH ST SW, CHARLOTTESVILLE, VA"
600,"W MAIN ST, 309",keep,Virginia,Charlottesville,600 W MAIN ST,"600 W MAIN ST, CHARLOTTESVILLE, VA"
400,"HEDGE ST, A",keep,Virginia,Charlottesville,400 HEDGE ST,"400 HEDGE ST, CHARLOTTESVILLE, VA"
,ELLIOTT AVE / RIALTO ST,drop,Virginia,Charlottesville,ELLIOTT AVE / RIALTO ST,"ELLIOTT AVE / RIALTO ST, CHARLOTTESVILLE, VA"
,ANGUS RD / WAYNE AVE,drop,Virginia,Charlottesville,ANGUS RD / WAYNE AVE,"ANGUS RD / WAYNE AVE, CHARLOTTESVILLE, VA"
1500,UNIVERSITY AVENUE AVE,keep,Virginia,Charlottesville,1500 UNIVERSITY AVENUE AVE,"1500 UNIVERSITY AVENUE AVE, CHARLOTTESVILLE, VA"
1500,"CARLTON AVE, 28",keep,Virginia,Charlottesville,1500 CARLTON AVE,"1500 CARLTON AVE, CHARLOTTESVILLE, VA"
,UNIVERSITY AVE / HOSPITAL DR,drop,Virginia,Charlottesville,UNIVERSITY AVE / HOSPITAL DR,"UNIVERSITY AVE / HOSPITAL DR, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 118",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
800,"CHERRY AVE, 1304",keep,Virginia,Charlottesville,800 CHERRY AVE,"800 CHERRY AVE, CHARLOTTESVILLE, VA"
,E WATER ST / 5TH ST SE,drop,Virginia,Charlottesville,E WATER ST / 5TH ST SE,"E WATER ST / 5TH ST SE, CHARLOTTESVILLE, VA"
1200,"W MAIN ST, 436",keep,Virginia,Charlottesville,1200 W MAIN ST,"1200 W MAIN ST, CHARLOTTESVILLE, VA"
600,"W MAIN ST, 104",keep,Virginia,Charlottesville,600 W MAIN ST,"600 W MAIN ST, CHARLOTTESVILLE, VA"
1000,"LINDEN AVE, 409",keep,Virginia,Charlottesville,1000 LINDEN AVE,"1000 LINDEN AVE, CHARLOTTESVILLE, VA"
2500,JEFFERSON PARK,keep,Virginia,Charlottesville,2500 JEFFERSON PARK,"2500 JEFFERSON PARK, CHARLOTTESVILLE, VA"
1600,MONTICELLO RD RD,keep,Virginia,Charlottesville,1600 MONTICELLO RD RD,"1600 MONTICELLO RD RD, CHARLOTTESVILLE, VA"
,SHAMROCK RD,drop,Virginia,Charlottesville,SHAMROCK RD,"SHAMROCK RD, CHARLOTTESVILLE, VA"
1000,"CITY WALK WAY, 6",keep,Virginia,Charlottesville,1000 CITY WALK WAY,"1000 CITY WALK WAY, CHARLOTTESVILLE, VA"
200,18TH ST NE,keep,Virginia,Charlottesville,200 18TH ST NE,"200 18TH ST NE, CHARLOTTESVILLE, VA"
,BYPASS @ EMMET ST,intersection,Virginia,Charlottesville,BYPASS @ EMMET ST,"BYPASS @ EMMET ST, CHARLOTTESVILLE, VA"
1100,LITTLE HIGH STREET ST,keep,Virginia,Charlottesville,1100 LITTLE HIGH STREET ST,"1100 LITTLE HIGH STREET ST, CHARLOTTESVILLE, VA"
1400,"E MARKET ST, A",keep,Virginia,Charlottesville,1400 E MARKET ST,"1400 E MARKET ST, CHARLOTTESVILLE, VA"
,WEST ST / 9TH ST NW,drop,Virginia,Charlottesville,WEST ST / 9TH ST NW,"WEST ST / 9TH ST NW, CHARLOTTESVILLE, VA"
700,"AVON ST, A",keep,Virginia,Charlottesville,700 AVON ST,"700 AVON ST, CHARLOTTESVILLE, VA"
