,address,match_address
653,"1000 Linden Ave, Charlottesville, Virginia, 22902","1000 LINDEN AVE, CHARLOTTESVILLE, VA"
656,"Carlton Ave, Charlottesville, Virginia, 22902","CARLTON AVE, CHARLOTTESVILLE, VA"
659,"100 Preston Ave, Charlottesville, Virginia, 22902","100 PRESTON AVE, CHARLOTTESVILLE, VA"
661,"700 Lochlyn Hill Dr, Charlottesville, Virginia, 22901","700 LOCHLYN HILL DR, CHARLOTTESVILLE, VA"
662,"Altavista Ave, Charlottesville, Virginia, 22902","ALTAVISTA AVE, CHARLOTTESVILLE, VA"
663,"100 4th St NE, Charlottesville, Virginia, 22902","100 4TH ST NE, CHARLOTTESVILLE, VA"
664,"100 Peregory Ln, Charlottesville, Virginia, 22902","100 PEREGORY LN, CHARLOTTESVILLE, VA"
666,"Emmet St N & Morton Dr, Charlottesville, Virginia, 22903","EMMET ST N & MORTON DR, CHARLOTTESVILLE, VA"
667,"1100 Harris St, Charlottesville, Virginia, 22903","1100 HARRIS ST, CHARLOTTESVILLE, VA"
668,"2500 Westerly Ave, Charlottesville, Virginia, 22903","2500 WESTERLY AVE, CHARLOTTESVILLE, VA"
669,"400 Park St, Charlottesville, Virginia, 22902","400 PARK ST, CHARLOTTESVILLE, VA"
670,"5th St SW & Ridge St, Charlottesville, Virginia, 22903","5TH ST SW & RIDGE ST, CHARLOTTESVILLE, VA"
671,"9 1/2 St NE, Charlottesville, Virginia, 22902","9 1/2 ST NE, CHARLOTTESVILLE, VA"
673,"Gordon Ave, Charlottesville, Virginia, 22903","GORDON AVE, CHARLOTTESVILLE, VA"
675,"600 Evergreen Ave, Charlottesville, Virginia, 22902","600 EVERGREEN AVE, CHARLOTTESVILLE, VA"
676,"600 Delevan St, Charlottesville, Virginia, 22903","600 DELEVAN ST, CHARLOTTESVILLE, VA"
678,"University Way, Charlottesville, Virginia, 22903","UNIVERSITY WAY, CHARLOTTESVILLE, VA"
680,"100 Penick Ct, Charlottesville, Virginia, 22902","100 PENICK CT, CHARLOTTESVILLE, VA"
681,"300 Spruce St, Charlottesville, Virginia, 22902","300 SPRUCE ST, CHARLOTTESVILLE, VA"
682,"600 7 1/2 St SW, Charlottesville, Virginia, 22903","600 7 1/2 ST SW, CHARLOTTESVILLE, VA"
683,"900 Cherry Ave, Charlottesville, Virginia, 22903","900 CHERRY AVE, CHARLOTTESVILLE, VA"
684,"1500 Gordon Ave, Charlottesville, Virginia, 22903","1500 GORDON AVE, CHARLOTTESVILLE, VA"
690,"200 Oak St, Charlottesville, Virginia, 22902","200 OAK ST, CHARLOTTESVILLE, VA"
692,"1100 Wertland Street, Charlottesville, Virginia, 22903","1100 WERTLAND STREET, CHARLOTTESVILLE, VA"
697,"E South St, Charlottesville, Virginia, 22902","E SOUTH ST, CHARLOTTESVILLE, VA"
698,"800 Ward Ave, Charlottesville, Virginia, 22902","800 WARD AVE, CHARLOTTESVILLE, VA"
701,"Long St, Charlottesville, Virginia, 22901","LONG ST, CHARLOTTESVILLE, VA"
702,"800 Nassau St, Charlottesville, Virginia, 22902","800 NASSAU ST, CHARLOTTESVILLE, VA"
703,"1000 Rio Rd E, Charlottesville, Virginia, 22901","1000 RIO RD E, CHARLOTTESVILLE, VA"
707,"100 Paynes Mill Rd, Charlottesville, Virginia, 22902","100 PAYNES MILL RD, CHARLOTTESVILLE, VA"
708,"200 Avon St, Charlottesville, Virginia, 22902","200 AVON ST, CHARLOTTESVILLE, VA"
711,"500 Avon St, Charlottesville, Virginia, 22902","500 AVON ST, CHARLOTTESVILLE, VA"
712,"700 6th St SE, Charlottesville, Virginia, 22902","700 6TH ST SE, CHARLOTTESVILLE, VA"
719,"1900 E Market St, Charlottesville, Virginia, 22902","1900 E MARKET ST, CHARLOTTESVILLE, VA"
723,"1600 Meadowbrook Heights Rd, Charlottesville, Virginia, 22901","1600 MEADOWBROOK HEIGHTS RD, CHARLOTTESVILLE, VA"
724,"Harris Rd & 5th St SW, Charlottesville, Virginia, 22903","HARRIS RD & 5TH ST SW, CHARLOTTESVILLE, VA"
728,"200 1st St N, Charlottesville, Virginia, 22902","200 1ST ST N, CHARLOTTESVILLE, VA"
729,"1200 Preston Ave, Charlottesville, Virginia, 22903","1200 PRESTON AVE, CHARLOTTESVILLE, VA"
733,"Druid Ave & Rialto St, Charlottesville, Virginia, 22902","DRUID AVE & RIALTO ST, CHARLOTTESVILLE, VA"
734,"1600 6th St SE, Charlottesville, Virginia, 22902","1600 6TH ST SE, CHARLOTTESVILLE, VA"
735,"100 3rd St NE, Charlottesville, Virginia, 22902","100 3RD ST NE, CHARLOTTESVILLE, VA"
740,"800 King St, Charlottesville, Virginia, 22903","800 KING ST, CHARLOTTESVILLE, VA"
742,"900 E Jefferson St, Charlottesville, Virginia, 22902","900 E JEFFERSON ST, CHARLOTTESVILLE, VA"
744,"13th St NW, Charlottesville, Virginia, 22903","13TH ST NW, CHARLOTTESVILLE, VA"
745,"1400 Grady Ave, Charlottesville, Virginia, 22903","1400 GRADY AVE, CHARLOTTESVILLE, VA"
746,"17th St NW, Charlottesville, Virginia, 22903","17TH ST NW, CHARLOTTESVILLE, VA"
748,"300 Avon St, Charlottesville, Virginia, 22902","300 AVON ST, CHARLOTTESVILLE, VA"
749,"100 Seminole Ct, Charlottesville, Virginia, 22901","100 SEMINOLE CT, CHARLOTTESVILLE, VA"
751,"1200 Smith St, Charlottesville, Virginia, 22901","1200 SMITH ST, CHARLOTTESVILLE, VA"
753,"600 Rainier Rd, Charlottesville, Virginia, 22903","600 RAINIER RD, CHARLOTTESVILLE, VA"
754,"John W Warner Pkwy, Charlottesville, Virginia, 22901","JOHN W WARNER PKWY, CHARLOTTESVILLE, VA"
755,"W High St & Preston Ave, Charlottesville, Virginia, 22902","W HIGH ST & PRESTON AVE, CHARLOTTESVILLE, VA"
756,"Franklin St, Charlottesville, Virginia, 22902","FRANKLIN ST, CHARLOTTESVILLE, VA"
757,"100 Welk Pl, Charlottesville, Virginia, 22903","100 WELK PL, CHARLOTTESVILLE, VA"
758,"1800 University Cir, Charlottesville, Virginia, 22903","1800 UNIVERSITY CIR, CHARLOTTESVILLE, VA"
760,"100 13th St NW, Charlottesville, Virginia, 22903","100 13TH ST NW, CHARLOTTESVILLE, VA"
761,"200 Old Lynchburg Rd, Charlottesville, Virginia, 22903","200 OLD LYNCHBURG RD, CHARLOTTESVILLE, VA"
762,"5th St SW & 5th Street Station Pkwy, Charlottesville, Virginia, 22903","5TH ST SW & 5TH STREET STATION PKWY, CHARLOTTESVILLE, VA"
767,"2000 Lewis Mountain Rd, Charlottesville, Virginia, 22903","2000 LEWIS MOUNTAIN RD, CHARLOTTESVILLE, VA"
770,"1100 Seminole Trl, Charlottesville, Virginia, 22901","1100 SEMINOLE TRL, CHARLOTTESVILLE, VA"
771,"400 Moseley Dr, Charlottesville, Virginia, 22903","400 MOSELEY DR, CHARLOTTESVILLE, VA"
774,"100 Carrollton Ter, Charlottesville, Virginia, 22903","100 CARROLLTON TER, CHARLOTTESVILLE, VA"
776,"Morton Dr, Charlottesville, Virginia, 22903","MORTON DR, CHARLOTTESVILLE, VA"
777,"100 Roys Pl, Charlottesville, Virginia, 22902","100 ROYS PL, CHARLOTTESVILLE, VA"
781,"600 Brown St, Charlottesville, Virginia, 22903","600 BROWN ST, CHARLOTTESVILLE, VA"
782,"100 Hilton Dr, Charlottesville, Virginia, 22903","100 HILTON DR, CHARLOTTESVILLE, VA"
784,"300 6 1/2 St SW, Charlottesville, Virginia, 22903","300 6 1/2 ST SW, CHARLOTTESVILLE, VA"
785,"900 Rose Hill Dr, Charlottesville, Virginia, 22903","900 ROSE HILL DR, CHARLOTTESVILLE, VA"
789,"900 Page St, Charlottesville, Virginia, 22903","900 PAGE ST, CHARLOTTESVILLE, VA"
790,"Jefferson Park Ave & Kent Ter, Charlottesville, Virginia, 22903","JEFFERSON PARK AVE & KENT TER, CHARLOTTESVILLE, VA"
791,"Hillsdale Dr, Charlottesville, Virginia, 22901","HILLSDALE DR, CHARLOTTESVILLE, VA"
793,"Riverside Ave, Charlottesville, Virginia, 22902","RIVERSIDE AVE, CHARLOTTESVILLE, VA"
794,"300 Monticello Rd, Charlottesville, Virginia, 22902","300 MONTICELLO RD, CHARLOTTESVILLE, VA"
796,"100 Hurst Ln, Charlottesville, Virginia, 22903","100 HURST LN, CHARLOTTESVILLE, VA"
799,"700 Altavista Ave, Charlottesville, Virginia, 22902","700 ALTAVISTA AVE, CHARLOTTESVILLE, VA"
800,"1800 Hydraulic Rd, Charlottesville, Virginia, 22901","1800 HYDRAULIC RD, CHARLOTTESVILLE, VA"
801,"500 E Main St, Charlottesville, Virginia, 22902","500 E MAIN ST, CHARLOTTESVILLE, VA"
802,"800 Locust Ave, Charlottesville, Virginia, 22901","800 LOCUST AVE, CHARLOTTESVILLE, VA"
803,"600 14th St NW, Charlottesville, Virginia, 22903","600 14TH ST NW, CHARLOTTESVILLE, VA"
804,"800 Anderson St, Charlottesville, Virginia, 22903","800 ANDERSON ST, CHARLOTTESVILLE, VA"
805,"Rugby Ave & Sherwood Rd, Charlottesville, Virginia, 22903","RUGBY AVE & SHERWOOD RD, CHARLOTTESVILLE, VA"
806,"500 Martha Jefferson Dr, Charlottesville, Virginia, 22911","500 MARTHA JEFFERSON DR, CHARLOTTESVILLE, VA"
808,"200 Meade Ave, Charlottesville, Virginia, 22902","200 MEADE AVE, CHARLOTTESVILLE, VA"
811,"1100 Saint Clair Ave, Charlottesville, Virginia, 22901","1100 SAINT CLAIR AVE, CHARLOTTESVILLE, VA"
812,"100 2nd St SE, Charlottesville, Virginia, 22902","100 2ND ST SE, CHARLOTTESVILLE, VA"
815,"2700 McElroy Dr, Charlottesville, Virginia, 22903","2700 MCELROY DR, CHARLOTTESVILLE, VA"
816,"300 Paton St, Charlottesville, Virginia, 22903","300 PATON ST, CHARLOTTESVILLE, VA"
817,"200 Stribling Avenue, Charlottesville, Virginia, 22903","200 STRIBLING AVENUE, CHARLOTTESVILLE, VA"
819,Anderson's Seafood & Catering,"ANDERSON'S SEAFOOD & CATERING, CHARLOTTESVILLE, VA"
821,"100 Dunova Ct, Charlottesville, Virginia, 22903","100 DUNOVA CT, CHARLOTTESVILLE, VA"
822,"1500 E Market St, Charlottesville, Virginia, 22902","1500 E MARKET ST, CHARLOTTESVILLE, VA"
826,"1800 E Market St, Charlottesville, Virginia, 22902","1800 E MARKET ST, CHARLOTTESVILLE, VA"
830,"100 Darien Ter, Charlottesville, Virginia, 22902","100 DARIEN TER, CHARLOTTESVILLE, VA"
832,"100 Danbury Ct, Charlottesville, Virginia, 22902","100 DANBURY CT, CHARLOTTESVILLE, VA"
834,"Rio Rd E, Charlottesville, Virginia, 22901","RIO RD E, CHARLOTTESVILLE, VA"
838,"1100 Forest Hills Ave, Charlottesville, Virginia, 22903","1100 FOREST HILLS AVE, CHARLOTTESVILLE, VA"
840,"100 1st St S, Charlottesville, Virginia, 22902","100 1ST ST S, CHARLOTTESVILLE, VA"
841,"1600 Cambridge Cir, Charlottesville, Virginia, 22903","1600 CAMBRIDGE CIR, CHARLOTTESVILLE, VA"
845,"500 Elliott Ave, Charlottesville, Virginia, 22902","500 ELLIOTT AVE, CHARLOTTESVILLE, VA"
846,"1000 Locust Ave, Charlottesville, Virginia, 22901","1000 LOCUST AVE, CHARLOTTESVILLE, VA"
848,"1300 Emmet St N, Charlottesville, Virginia, 22903","1300 EMMET ST N, CHARLOTTESVILLE, VA"
851,"600 Dice St, Charlottesville, Virginia, 22903","600 DICE ST, CHARLOTTESVILLE, VA"
853,"3rd St NE, Charlottesville, Virginia, 22902","3RD ST NE, CHARLOTTESVILLE, VA"
856,"1 Lankford Ave, Charlottesville, Virginia, 22902","1 LANKFORD AVE, CHARLOTTESVILLE, VA"
858,"200 2nd St NE, Charlottesville, Virginia, 22902","200 2ND ST NE, CHARLOTTESVILLE, VA"
863,"700 Cherry Ave, Charlottesville, Virginia, 22903","700 CHERRY AVE, CHARLOTTESVILLE, VA"
866,"1200 6th St SE, Charlottesville, Virginia, 22902","1200 6TH ST SE, CHARLOTTESVILLE, VA"
867,"1500 Vine St, Charlottesville, Virginia, 22902","1500 VINE ST, CHARLOTTESVILLE, VA"
868,"Druid Ave & Monticello Ave, Charlottesville, Virginia, 22902","DRUID AVE & MONTICELLO AVE, CHARLOTTESVILLE, VA"
869,"1200 Long St, Charlottesville, Virginia, 22901","1200 LONG ST, CHARLOTTESVILLE, VA"
870,"4th St NW & Preston Ave, Charlottesville, Virginia, 22903","4TH ST NW & PRESTON AVE, CHARLOTTESVILLE, VA"
871,"Emmet St N & Wise St, Charlottesville, Virginia, 22903","EMMET ST N & WISE ST, CHARLOTTESVILLE, VA"
872,"2000 Greenbrier Dr, Charlottesville, Virginia, 22901","2000 GREENBRIER DR, CHARLOTTESVILLE, VA"
873,"800 Avon St, Charlottesville, Virginia, 22902","800 AVON ST, CHARLOTTESVILLE, VA"
874,"2500 Plateau Rd, Charlottesville, Virginia, 22903","2500 PLATEAU RD, CHARLOTTESVILLE, VA"
875,"100 McIntire Park Dr, Charlottesville, Virginia, 22902","100 MCINTIRE PARK DR, CHARLOTTESVILLE, VA"
876,"1800 Edgewood Ln, Charlottesville, Virginia, 22903","1800 EDGEWOOD LN, CHARLOTTESVILLE, VA"
877,"400 Carlton Rd, Charlottesville, Virginia, 22902","400 CARLTON RD, CHARLOTTESVILLE, VA"
878,"Locust Lane Ct, Charlottesville, Virginia, 22901","LOCUST LANE CT, CHARLOTTESVILLE, VA"
879,"200 Riverside Ave, Charlottesville, Virginia, 22902","200 RIVERSIDE AVE, CHARLOTTESVILLE, VA"
880,"200 5th St SW, Charlottesville, Virginia, 22903","200 5TH ST SW, CHARLOTTESVILLE, VA"
881,"100 Perry Dr, Charlottesville, Virginia, 22902","100 PERRY DR, CHARLOTTESVILLE, VA"
882,"John W Warner Pkwy & Rio Rd E, Charlottesville, Virginia, 22901","JOHN W WARNER PKWY & RIO RD E, CHARLOTTESVILLE, VA"
884,"100 Baylor Ln, Charlottesville, Virginia, 22902","100 BAYLOR LN, CHARLOTTESVILLE, VA"
885,"800 Franklin St, Charlottesville, Virginia, 22902","800 FRANKLIN ST, CHARLOTTESVILLE, VA"
887,"1000 Seminole Trl, Charlottesville, Virginia, 22901","1000 SEMINOLE TRL, CHARLOTTESVILLE, VA"
888,"500 Court Sq, Charlottesville, Virginia, 22902","500 COURT SQ, CHARLOTTESVILLE, VA"
889,"Jefferson Park Ave & Shamrock Rd, Charlottesville, Virginia, 22903","JEFFERSON PARK AVE & SHAMROCK RD, CHARLOTTESVILLE, VA"
890,"W Main St & Ridge McIntire Rd, Charlottesville, Virginia, 22903","W MAIN ST & RIDGE MCINTIRE RD, CHARLOTTESVILLE, VA"
891,"1200 River Vista Ave, Charlottesville, Virginia, 22901","1200 RIVER VISTA AVE, CHARLOTTESVILLE, VA"
892,"200 Monte Vista Ave, Charlottesville, Virginia, 22903","200 MONTE VISTA AVE, CHARLOTTESVILLE, VA"
893,"Long St & E High St, Charlottesville, Virginia, 22901","LONG ST & E HIGH ST, CHARLOTTESVILLE, VA"
894,"5th St SW & Brookwood Dr, Charlottesville, Virginia, 22902","5TH ST SW & BROOKWOOD DR, CHARLOTTESVILLE, VA"
895,"E Range, Charlottesville, Virginia, 22903","E RANGE, CHARLOTTESVILLE, VA"
897,"100 Walker St, Charlottesville, Virginia, 22902","100 WALKER ST, CHARLOTTESVILLE, VA"
898,"700 Elm St, Charlottesville, Virginia, 22903","700 ELM ST, CHARLOTTESVILLE, VA"
900,"Scottsville Rd, Charlottesville, Virginia, 22902","SCOTTSVILLE RD, CHARLOTTESVILLE, VA"
902,"Emmet St N & Massie Rd, Charlottesville, Virginia, 22903","EMMET ST N & MASSIE RD, CHARLOTTESVILLE, VA"
903,"800 Shamrock Road, Charlottesville, Virginia, 22903","800 SHAMROCK ROAD, CHARLOTTESVILLE, VA"
904,"2100 Jefferson Park Ave, Charlottesville, Virginia, 22903","2100 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
905,"700 Highland Ave, Charlottesville, Virginia, 22903","700 HIGHLAND AVE, CHARLOTTESVILLE, VA"
906,"Rives St, Charlottesville, Virginia, 22902","RIVES ST, CHARLOTTESVILLE, VA"
908,"200 Cleveland Ave, Charlottesville, Virginia, 22903","200 CLEVELAND AVE, CHARLOTTESVILLE, VA"
910,"Alderman Rd, Charlottesville, Virginia, 22904","ALDERMAN RD, CHARLOTTESVILLE, VA"
912,"1500 Early St, Charlottesville, Virginia, 22902","1500 EARLY ST, CHARLOTTESVILLE, VA"
914,"100 W Jefferson St, Charlottesville, Virginia, 22902","100 W JEFFERSON ST, CHARLOTTESVILLE, VA"
917,"1700 Hydraulic Rd, Charlottesville, Virginia, 22901","1700 HYDRAULIC RD, CHARLOTTESVILLE, VA"
920,"100 Clarke Ct, Charlottesville, Virginia, 22903","100 CLARKE CT, CHARLOTTESVILLE, VA"
921,"Ridge McIntire Rd, Charlottesville, Virginia, 22902","RIDGE MCINTIRE RD, CHARLOTTESVILLE, VA"
922,"Old Lynchburg Rd, Charlottesville, Virginia, 22902","OLD LYNCHBURG RD, CHARLOTTESVILLE, VA"
923,"Park Hl, Charlottesville, Virginia, 22902","PARK HL, CHARLOTTESVILLE, VA"
925,"900 W Main St, Charlottesville, Virginia, 22903","900 W MAIN ST, CHARLOTTESVILLE, VA"
926,"Charlton Ave, Charlottesville, Virginia, 22903","CHARLTON AVE, CHARLOTTESVILLE, VA"
928,"100 Emmet St S, Charlottesville, Virginia, 22903","100 EMMET ST S, CHARLOTTESVILLE, VA"
929,"500 7 1/2 St SW, Charlottesville, Virginia, 22903","500 7 1/2 ST SW, CHARLOTTESVILLE, VA"
930,"Maywood Ln, Charlottesville, Virginia, 22903","MAYWOOD LN, CHARLOTTESVILLE, VA"
931,"100 Woodgate Ct, Charlottesville, Virginia, 22901","100 WOODGATE CT, CHARLOTTESVILLE, VA"
932,"Meadowbrook Rd, Charlottesville, Virginia, 22903","MEADOWBROOK RD, CHARLOTTESVILLE, VA"
936,"Elliott Ave, Charlottesville, Virginia, 22902","ELLIOTT AVE, CHARLOTTESVILLE, VA"
937,"800 Harris St, Charlottesville, Virginia, 22903","800 HARRIS ST, CHARLOTTESVILLE, VA"
938,"700 Anderson St, Charlottesville, Virginia, 22903","700 ANDERSON ST, CHARLOTTESVILLE, VA"
939,"1000 Glendale Rd, Charlottesville, Virginia, 22901","1000 GLENDALE RD, CHARLOTTESVILLE, VA"
940,"Hanover St, Charlottesville, Virginia, 22903","HANOVER ST, CHARLOTTESVILLE, VA"
942,"900 Hemlock Ln, Charlottesville, Virginia, 22903","900 HEMLOCK LN, CHARLOTTESVILLE, VA"
943,"200 Seminole Ct, Charlottesville, Virginia, 22901","200 SEMINOLE CT, CHARLOTTESVILLE, VA"
944,"700 Hinton Ave, Charlottesville, Virginia, 22902","700 HINTON AVE, CHARLOTTESVILLE, VA"
946,"Cutler Ln, Charlottesville, Virginia, 22901","CUTLER LN, CHARLOTTESVILLE, VA"
947,"100 Morris Paul Ct, Charlottesville, Virginia, 22903","100 MORRIS PAUL CT, CHARLOTTESVILLE, VA"
949,"4th St NW, Charlottesville, Virginia, 22903","4TH ST NW, CHARLOTTESVILLE, VA"
950,"1500 Rutledge Ave, Charlottesville, Virginia, 22903","1500 RUTLEDGE AVE, CHARLOTTESVILLE, VA"
952,"Mulberry Ave, Charlottesville, Virginia, 22903","MULBERRY AVE, CHARLOTTESVILLE, VA"
954,"1500 Trailridge Rd, Charlottesville, Virginia, 22903","1500 TRAILRIDGE RD, CHARLOTTESVILLE, VA"
957,"1100 Monticello Rd, Charlottesville, Virginia, 22902","1100 MONTICELLO RD, CHARLOTTESVILLE, VA"
958,"1000 5th St SW, Charlottesville, Virginia, 22903","1000 5TH ST SW, CHARLOTTESVILLE, VA"
959,"600 Preston Pl, Charlottesville, Virginia, 22903","600 PRESTON PL, CHARLOTTESVILLE, VA"
961,"Emmet St S & Stadium Rd, Charlottesville, Virginia, 22904","EMMET ST S & STADIUM RD, CHARLOTTESVILLE, VA"
962,"100 5th St NE, Charlottesville, Virginia, 22902","100 5TH ST NE, CHARLOTTESVILLE, VA"
967,"200 Palatine Ave, Charlottesville, Virginia, 22902","200 PALATINE AVE, CHARLOTTESVILLE, VA"
971,"1300 Francis Fife Way, Charlottesville, Virginia, 22903","1300 FRANCIS FIFE WAY, CHARLOTTESVILLE, VA"
972,"1400 Early St, Charlottesville, Virginia, 22902","1400 EARLY ST, CHARLOTTESVILLE, VA"
973,"1100 Rugby Rd, Charlottesville, Virginia, 22903","1100 RUGBY RD, CHARLOTTESVILLE, VA"
974,"100 Maury Ave, Charlottesville, Virginia, 22903","100 MAURY AVE, CHARLOTTESVILLE, VA"
975,"900 Rosser Ln, Charlottesville, Virginia, 22903","900 ROSSER LN, CHARLOTTESVILLE, VA"
978,"300 E Market St, Charlottesville, Virginia, 22902","300 E MARKET ST, CHARLOTTESVILLE, VA"
981,"1700 Gordon Ave, Charlottesville, Virginia, 22903","1700 GORDON AVE, CHARLOTTESVILLE, VA"
983,"Chesapeake St, Charlottesville, Virginia, 22902","CHESAPEAKE ST, CHARLOTTESVILLE, VA"
985,"1000 Grady Ave, Charlottesville, Virginia, 22903","1000 GRADY AVE, CHARLOTTESVILLE, VA"
986,"2300 Highland Ave, Charlottesville, Virginia, 22903","2300 HIGHLAND AVE, CHARLOTTESVILLE, VA"
991,"Holiday Dr, Charlottesville, Virginia, 22901","HOLIDAY DR, CHARLOTTESVILLE, VA"
992,"Meade Ave, Charlottesville, Virginia, 22902","MEADE AVE, CHARLOTTESVILLE, VA"
999,"400 Alderman Rd, Charlottesville, Virginia, 22903","400 ALDERMAN RD, CHARLOTTESVILLE, VA"
1001,"700 Elliott Ave, Charlottesville, Virginia, 22902","700 ELLIOTT AVE, CHARLOTTESVILLE, VA"
1003,"100 1st St N, Charlottesville, Virginia, 22902","100 1ST ST N, CHARLOTTESVILLE, VA"
1004,"100 6th St NW, Charlottesville, Virginia, 22903","100 6TH ST NW, CHARLOTTESVILLE, VA"
1010,"Long St & 250 Byp, Charlottesville, Virginia, 22902","LONG ST & 250 BYP, CHARLOTTESVILLE, VA"
1011,"600 Lexington Ave, Charlottesville, Virginia, 22902","600 LEXINGTON AVE, CHARLOTTESVILLE, VA"
1012,"100 Greenbrier Dr, Charlottesville, Virginia, 22901","100 GREENBRIER DR, CHARLOTTESVILLE, VA"
1018,"2700 Jefferson Park Ave, Charlottesville, Virginia, 22903","2700 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
1019,"4th St NE, Charlottesville, Virginia, 22902","4TH ST NE, CHARLOTTESVILLE, VA"
1020,"Watson Ave, Charlottesville, Virginia, 22901","WATSON AVE, CHARLOTTESVILLE, VA"
1021,"Locust Ave, Charlottesville, Virginia, 22901","LOCUST AVE, CHARLOTTESVILLE, VA"
1023,"800 Bolling Ave, Charlottesville, Virginia, 22902","800 BOLLING AVE, CHARLOTTESVILLE, VA"
1024,"1800 Winston Rd, Charlottesville, Virginia, 22903","1800 WINSTON RD, CHARLOTTESVILLE, VA"
1027,"1300 Hilltop Rd, Charlottesville, Virginia, 22903","1300 HILLTOP RD, CHARLOTTESVILLE, VA"
1028,"600 11th St NW, Charlottesville, Virginia, 22903","600 11TH ST NW, CHARLOTTESVILLE, VA"
1029,"400 E Jefferson St, Charlottesville, Virginia, 22902","400 E JEFFERSON ST, CHARLOTTESVILLE, VA"
1030,"1000 Old Lynchburg Rd, Charlottesville, Virginia, 22903","1000 OLD LYNCHBURG RD, CHARLOTTESVILLE, VA"
1033,"200 7th St SW, Charlottesville, Virginia, 22903","200 7TH ST SW, CHARLOTTESVILLE, VA"
1038,"Madison Ave, Charlottesville, Virginia, 22903","MADISON AVE, CHARLOTTESVILLE, VA"
1039,"300 13th St NE, Charlottesville, Virginia, 22902","300 13TH ST NE, CHARLOTTESVILLE, VA"
1040,"Ridge St, Charlottesville, Virginia, 22902","RIDGE ST, CHARLOTTESVILLE, VA"
1041,"9th St NW, Charlottesville, Virginia, 22903","9TH ST NW, CHARLOTTESVILLE, VA"
1043,"Old Fifth Cir, Charlottesville, Virginia, 22903","OLD FIFTH CIR, CHARLOTTESVILLE, VA"
1044,"300 8th St NW, Charlottesville, Virginia, 22903","300 8TH ST NW, CHARLOTTESVILLE, VA"
1045,"600 9th St SW, Charlottesville, Virginia, 22903","600 9TH ST SW, CHARLOTTESVILLE, VA"
1049,"700 Montrose Ave, Charlottesville, Virginia, 22902","700 MONTROSE AVE, CHARLOTTESVILLE, VA"
1050,"100 Apple Tree Rd, Charlottesville, Virginia, 22903","100 APPLE TREE RD, CHARLOTTESVILLE, VA"
1051,"1000 Park St, Charlottesville, Virginia, 22901","1000 PARK ST, CHARLOTTESVILLE, VA"
1055,"700 Preston Ave, Charlottesville, Virginia, 22903","700 PRESTON AVE, CHARLOTTESVILLE, VA"
1057,"1100 Page St, Charlottesville, Virginia, 22903","1100 PAGE ST, CHARLOTTESVILLE, VA"
1058,"200 10th St NW, Charlottesville, Virginia, 22903","200 10TH ST NW, CHARLOTTESVILLE, VA"
1059,"500 Bainbridge St, Charlottesville, Virginia, 22902","500 BAINBRIDGE ST, CHARLOTTESVILLE, VA"
1061,"Camellia Dr, Charlottesville, Virginia, 22903","CAMELLIA DR, CHARLOTTESVILLE, VA"
1062,"100 Harris Rd, Charlottesville, Virginia, 22903","100 HARRIS RD, CHARLOTTESVILLE, VA"
1065,"Emmet St N & Angus Rd, Charlottesville, Virginia, 22901","EMMET ST N & ANGUS RD, CHARLOTTESVILLE, VA"
1066,"2300 Fontaine Ave, Charlottesville, Virginia, 22903","2300 FONTAINE AVE, CHARLOTTESVILLE, VA"
1068,"400 Allen Dr, Charlottesville, Virginia, 22903","400 ALLEN DR, CHARLOTTESVILLE, VA"
1069,"700 Rockland Ave, Charlottesville, Virginia, 22902","700 ROCKLAND AVE, CHARLOTTESVILLE, VA"
1070,"1600 Jefferson Park Ave, Charlottesville, Virginia, 22903","1600 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
1071,"1400 Emmet St N, Charlottesville, Virginia, 22903","1400 EMMET ST N, CHARLOTTESVILLE, VA"
1072,"800 Gillespie Ave, Charlottesville, Virginia, 22902","800 GILLESPIE AVE, CHARLOTTESVILLE, VA"
1074,"300 2nd St NW, Charlottesville, Virginia, 22902","300 2ND ST NW, CHARLOTTESVILLE, VA"
1075,"900 Ridge St, Charlottesville, Virginia, 22902","900 RIDGE ST, CHARLOTTESVILLE, VA"
1077,"1400 Hazel St, Charlottesville, Virginia, 22902","1400 HAZEL ST, CHARLOTTESVILLE, VA"
1079,"800 Stonehenge Ave, Charlottesville, Virginia, 22902","800 STONEHENGE AVE, CHARLOTTESVILLE, VA"
1082,"Hinton Ave, Charlottesville, Virginia, 22902","HINTON AVE, CHARLOTTESVILLE, VA"
1083,"Blue Ridge Rd, Charlottesville, Virginia, 22903","BLUE RIDGE RD, CHARLOTTESVILLE, VA"
1085,"1200 Kenwood Ln, Charlottesville, Virginia, 22901","1200 KENWOOD LN, CHARLOTTESVILLE, VA"
1086,"1300 Rugby Rd, Charlottesville, Virginia, 22903","1300 RUGBY RD, CHARLOTTESVILLE, VA"
1087,"400 13th St NW, Charlottesville, Virginia, 22903","400 13TH ST NW, CHARLOTTESVILLE, VA"
1093,"900 Rougemont Ave, Charlottesville, Virginia, 22902","900 ROUGEMONT AVE, CHARLOTTESVILLE, VA"
1095,"300 4th St NW, Charlottesville, Virginia, 22903","300 4TH ST NW, CHARLOTTESVILLE, VA"
