,address,match_address
1597,"800 Belmont Ave, Charlottesville, Virginia, 22902","800 BELMONT AVE, CHARLOTTESVILLE, VA"
1600,"100 Thomas Dr, Charlottesville, Virginia, 22903","100 THOMAS DR, CHARLOTTESVILLE, VA"
1605,"Garrett St, Charlottesville, Virginia, 22902","GARRETT ST, CHARLOTTESVILLE, VA"
1608,"1300 River Rd, Charlottesville, Virginia, 22901","1300 RIVER RD, CHARLOTTESVILLE, VA"
1610,"900 Sycamore St, Charlottesville, Virginia, 22902","900 SYCAMORE ST, CHARLOTTESVILLE, VA"
1611,"1300 E Market St, Charlottesville, Virginia, 22902","1300 E MARKET ST, CHARLOTTESVILLE, VA"
1613,"1600 Mulberry Ave, Charlottesville, Virginia, 22903","1600 MULBERRY AVE, CHARLOTTESVILLE, VA"
1614,"100 Summit St, Charlottesville, Virginia, 22903","100 SUMMIT ST, CHARLOTTESVILLE, VA"
1615,"Monticello Rd, Charlottesville, Virginia, 22902","MONTICELLO RD, CHARLOTTESVILLE, VA"
1617,"100 Yellowstone Dr, Charlottesville, Virginia, 22903","100 YELLOWSTONE DR, CHARLOTTESVILLE, VA"
1618,"100 Stratford Ct, Charlottesville, Virginia, 22903","100 STRATFORD CT, CHARLOTTESVILLE, VA"
1619,"800 Prospect Ave, Charlottesville, Virginia, 22903","800 PROSPECT AVE, CHARLOTTESVILLE, VA"
1622,"700 E Jefferson St, Charlottesville, Virginia, 22902","700 E JEFFERSON ST, CHARLOTTESVILLE, VA"
1625,"400 15th St NW, Charlottesville, Virginia, 22903","400 15TH ST NW, CHARLOTTESVILLE, VA"
1628,"100 Kerry Ln, Charlottesville, Virginia, 22901","100 KERRY LN, CHARLOTTESVILLE, VA"
1630,"300 12th St NE, Charlottesville, Virginia, 22902","300 12TH ST NE, CHARLOTTESVILLE, VA"
1633,"Preston Ave & Ridge McIntire Rd, Charlottesville, Virginia, 22902","PRESTON AVE & RIDGE MCINTIRE RD, CHARLOTTESVILLE, VA"
1634,"6th St SW, Charlottesville, Virginia, 22903","6TH ST SW, CHARLOTTESVILLE, VA"
1642,"Hardy Dr, Charlottesville, Virginia, 22903","HARDY DR, CHARLOTTESVILLE, VA"
1644,"100 Morgan Ct, Charlottesville, Virginia, 22903","100 MORGAN CT, CHARLOTTESVILLE, VA"
1646,"Fairway Ave, Charlottesville, Virginia, 22902","FAIRWAY AVE, CHARLOTTESVILLE, VA"
1647,"100 Lewis St, Charlottesville, Virginia, 22903","100 LEWIS ST, CHARLOTTESVILLE, VA"
1650,"1400 Rutledge Ave, Charlottesville, Virginia, 22903","1400 RUTLEDGE AVE, CHARLOTTESVILLE, VA"
1655,"400 Dice St, Charlottesville, Virginia, 22903","400 DICE ST, CHARLOTTESVILLE, VA"
1666,"100 Shasta Ct, Charlottesville, Virginia, 22902","100 SHASTA CT, CHARLOTTESVILLE, VA"
1670,"600 Altavista Ave, Charlottesville, Virginia, 22902","600 ALTAVISTA AVE, CHARLOTTESVILLE, VA"
1678,"300 Middleton Ln, Charlottesville, Virginia, 22903","300 MIDDLETON LN, CHARLOTTESVILLE, VA"
1682,"500 Park Hl, Charlottesville, Virginia, 22902","500 PARK HL, CHARLOTTESVILLE, VA"
1684,"Rougemont Ave, Charlottesville, Virginia, 22902","ROUGEMONT AVE, CHARLOTTESVILLE, VA"
1686,"1300 King St, Charlottesville, Virginia, 22903","1300 KING ST, CHARLOTTESVILLE, VA"
1700,"E Market St & 9th St NE, Charlottesville, Virginia, 22902","E MARKET ST & 9TH ST NE, CHARLOTTESVILLE, VA"
1703,"9th St NE & E Market St, Charlottesville, Virginia, 22902","9TH ST NE & E MARKET ST, CHARLOTTESVILLE, VA"
1704,"McIntire Rd & Preston Ave, Charlottesville, Virginia, 22902","MCINTIRE RD & PRESTON AVE, CHARLOTTESVILLE, VA"
1705,"1400 Chesapeake St, Charlottesville, Virginia, 22902","1400 CHESAPEAKE ST, CHARLOTTESVILLE, VA"
1706,"Jefferson Park Ave & Raymond Ave, Charlottesville, Virginia, 22903","JEFFERSON PARK AVE & RAYMOND AVE, CHARLOTTESVILLE, VA"
1709,"500 Locust Ave, Charlottesville, Virginia, 22902","500 LOCUST AVE, CHARLOTTESVILLE, VA"
1710,"1200 Grady Ave, Charlottesville, Virginia, 22903","1200 GRADY AVE, CHARLOTTESVILLE, VA"
1712,"District Ave, Charlottesville, Virginia, 22901","DISTRICT AVE, CHARLOTTESVILLE, VA"
1714,"700 Rives St, Charlottesville, Virginia, 22902","700 RIVES ST, CHARLOTTESVILLE, VA"
1715,"900 Nassau St, Charlottesville, Virginia, 22902","900 NASSAU ST, CHARLOTTESVILLE, VA"
1718,"Rugby Ave, Charlottesville, Virginia, 22903","RUGBY AVE, CHARLOTTESVILLE, VA"
1719,"Jefferson Park Ave & Woodrow St, Charlottesville, Virginia, 22903","JEFFERSON PARK AVE & WOODROW ST, CHARLOTTESVILLE, VA"
1721,"700 Northwood Ave, Charlottesville, Virginia, 22902","700 NORTHWOOD AVE, CHARLOTTESVILLE, VA"
1723,"Avon St & Monticello Ave, Charlottesville, Virginia, 22902","AVON ST & MONTICELLO AVE, CHARLOTTESVILLE, VA"
1729,"1700 Essex Rd, Charlottesville, Virginia, 22901","1700 ESSEX RD, CHARLOTTESVILLE, VA"
1730,"University Ct, Charlottesville, Virginia, 22903","UNIVERSITY CT, CHARLOTTESVILLE, VA"
1732,"600 Booker St, Charlottesville, Virginia, 22903","600 BOOKER ST, CHARLOTTESVILLE, VA"
1734,"11th St NE, Charlottesville, Virginia, 22902","11TH ST NE, CHARLOTTESVILLE, VA"
1743,"Cedar Hill Rd, Charlottesville, Virginia, 22901","CEDAR HILL RD, CHARLOTTESVILLE, VA"
1745,"1600 Rialto St, Charlottesville, Virginia, 22902","1600 RIALTO ST, CHARLOTTESVILLE, VA"
1750,"Azalea Dr, Charlottesville, Virginia, 22903","AZALEA DR, CHARLOTTESVILLE, VA"
1751,"800 Henry Ave, Charlottesville, Virginia, 22903","800 HENRY AVE, CHARLOTTESVILLE, VA"
1757,"1300 Grady Ave, Charlottesville, Virginia, 22903","1300 GRADY AVE, CHARLOTTESVILLE, VA"
1758,"W Jefferson St, Charlottesville, Virginia, 22902","W JEFFERSON ST, CHARLOTTESVILLE, VA"
1760,"1500 Emmet St N, Charlottesville, Virginia, 22903","1500 EMMET ST N, CHARLOTTESVILLE, VA"
1766,"Hansen Rd, Charlottesville, Virginia, 22911","HANSEN RD, CHARLOTTESVILLE, VA"
1767,"Carlton Rd & Monticello Ave, Charlottesville, Virginia, 22902","CARLTON RD & MONTICELLO AVE, CHARLOTTESVILLE, VA"
1773,"1300 6th St SE, Charlottesville, Virginia, 22902","1300 6TH ST SE, CHARLOTTESVILLE, VA"
1774,"100 Altamont Cir, Charlottesville, Virginia, 22902","100 ALTAMONT CIR, CHARLOTTESVILLE, VA"
1775,"600 Prospect Ave, Charlottesville, Virginia, 22903","600 PROSPECT AVE, CHARLOTTESVILLE, VA"
1777,"4th St SE, Charlottesville, Virginia, 22902","4TH ST SE, CHARLOTTESVILLE, VA"
1781,"1400 Sunrise Park Ln, Charlottesville, Virginia, 22902","1400 SUNRISE PARK LN, CHARLOTTESVILLE, VA"
1784,"Montrose Ave, Charlottesville, Virginia, 22902","MONTROSE AVE, CHARLOTTESVILLE, VA"
1786,"500 10 1/2 St NW, Charlottesville, Virginia, 22903","500 10 1/2 ST NW, CHARLOTTESVILLE, VA"
1789,"Arlington Blvd, Charlottesville, Virginia, 22903","ARLINGTON BLVD, CHARLOTTESVILLE, VA"
1790,"2500 Fontaine Ave, Charlottesville, Virginia, 22903","2500 FONTAINE AVE, CHARLOTTESVILLE, VA"
1793,"1500 Broad Ave, Charlottesville, Virginia, 22903","1500 BROAD AVE, CHARLOTTESVILLE, VA"
1795,"2500 Brunswick Rd, Charlottesville, Virginia, 22903","2500 BRUNSWICK RD, CHARLOTTESVILLE, VA"
1796,"200 Harris Rd, Charlottesville, Virginia, 22903","200 HARRIS RD, CHARLOTTESVILLE, VA"
1805,"500 Rougemont Ave, Charlottesville, Virginia, 22902","500 ROUGEMONT AVE, CHARLOTTESVILLE, VA"
1807,"Dice St & 4th St SW, Charlottesville, Virginia, 22903","DICE ST & 4TH ST SW, CHARLOTTESVILLE, VA"
1808,"600 Druid Ave, Charlottesville, Virginia, 22902","600 DRUID AVE, CHARLOTTESVILLE, VA"
1809,"University Cir & University Way, Charlottesville, Virginia, 22903","UNIVERSITY CIR & UNIVERSITY WAY, CHARLOTTESVILLE, VA"
1813,"100 Piedmont Ave N, Charlottesville, Virginia, 22903","100 PIEDMONT AVE N, CHARLOTTESVILLE, VA"
1820,"1800 Field Rd, Charlottesville, Virginia, 22903","1800 FIELD RD, CHARLOTTESVILLE, VA"
1821,"400 13th St NE, Charlottesville, Virginia, 22902","400 13TH ST NE, CHARLOTTESVILLE, VA"
1822,"200 Fairway Ave, Charlottesville, Virginia, 22902","200 FAIRWAY AVE, CHARLOTTESVILLE, VA"
1823,"1400 Briarcliff Ave, Charlottesville, Virginia, 22903","1400 BRIARCLIFF AVE, CHARLOTTESVILLE, VA"
1825,"1800 Yorktown Dr, Charlottesville, Virginia, 22901","1800 YORKTOWN DR, CHARLOTTESVILLE, VA"
1826,"Rockfish Gap Tpke & Brownsville Rd, Charlottesville, Virginia, 22903","ROCKFISH GAP TPKE & BROWNSVILLE RD, CHARLOTTESVILLE, VA"
1827,"400 3rd St NE, Charlottesville, Virginia, 22902","400 3RD ST NE, CHARLOTTESVILLE, VA"
1828,"McIntire Rd & Ridge McIntire Rd, Charlottesville, Virginia, 22902","MCINTIRE RD & RIDGE MCINTIRE RD, CHARLOTTESVILLE, VA"
1834,"1000 King St, Charlottesville, Virginia, 22903","1000 KING ST, CHARLOTTESVILLE, VA"
1835,"100 Zan Rd, Charlottesville, Virginia, 22901","100 ZAN RD, CHARLOTTESVILLE, VA"
1836,"800 Village Rd, Charlottesville, Virginia, 22903","800 VILLAGE RD, CHARLOTTESVILLE, VA"
1838,"1 2nd St SW, Charlottesville, Virginia, 22902","1 2ND ST SW, CHARLOTTESVILLE, VA"
1844,"Preston Ave & Rose Hill Dr, Charlottesville, Virginia, 22903","PRESTON AVE & ROSE HILL DR, CHARLOTTESVILLE, VA"
1846,"1600 Vine St, Charlottesville, Virginia, 22902","1600 VINE ST, CHARLOTTESVILLE, VA"
1847,"800 Raymond Rd, Charlottesville, Virginia, 22902","800 RAYMOND RD, CHARLOTTESVILLE, VA"
1848,"100 Melissa Pl, Charlottesville, Virginia, 22901","100 MELISSA PL, CHARLOTTESVILLE, VA"
1851,"700 Lafayette St, Charlottesville, Virginia, 22902","700 LAFAYETTE ST, CHARLOTTESVILLE, VA"
1853,"100 Montebello Cir, Charlottesville, Virginia, 22903","100 MONTEBELLO CIR, CHARLOTTESVILLE, VA"
1856,"Wayne Ave, Charlottesville, Virginia, 22901","WAYNE AVE, CHARLOTTESVILLE, VA"
1859,"Forest Hills Ave, Charlottesville, Virginia, 22903","FOREST HILLS AVE, CHARLOTTESVILLE, VA"
1861,"200 Albemarle St, Charlottesville, Virginia, 22903","200 ALBEMARLE ST, CHARLOTTESVILLE, VA"
1862,"1500 Amherst St, Charlottesville, Virginia, 22903","1500 AMHERST ST, CHARLOTTESVILLE, VA"
1864,"1100 Forest St, Charlottesville, Virginia, 22903","1100 FOREST ST, CHARLOTTESVILLE, VA"
1865,"100 Mobile Ln, Charlottesville, Virginia, 22903","100 MOBILE LN, CHARLOTTESVILLE, VA"
1868,"100 Cleveland Ave, Charlottesville, Virginia, 22903","100 CLEVELAND AVE, CHARLOTTESVILLE, VA"
1872,"1200 E Market St, Charlottesville, Virginia, 22902","1200 E MARKET ST, CHARLOTTESVILLE, VA"
1873,"Brookwood Dr, Charlottesville, Virginia, 22902","BROOKWOOD DR, CHARLOTTESVILLE, VA"
1878,"600 Elliott Ave, Charlottesville, Virginia, 22902","600 ELLIOTT AVE, CHARLOTTESVILLE, VA"
1879,"Hazel St, Charlottesville, Virginia, 22902","HAZEL ST, CHARLOTTESVILLE, VA"
1881,"2500 Hillwood Pl, Charlottesville, Virginia, 22901","2500 HILLWOOD PL, CHARLOTTESVILLE, VA"
1882,"400 Altamont Cir, Charlottesville, Virginia, 22902","400 ALTAMONT CIR, CHARLOTTESVILLE, VA"
1884,"600 Fifth Street Landing, Charlottesville, Virginia, 22902","600 FIFTH STREET LANDING, CHARLOTTESVILLE, VA"
1887,"Rothery Rd, Charlottesville, Virginia, 22903","ROTHERY RD, CHARLOTTESVILLE, VA"
1889,"100 Chisholm Pl, Charlottesville, Virginia, 22902","100 CHISHOLM PL, CHARLOTTESVILLE, VA"
1898,"900 Coleman St, Charlottesville, Virginia, 22901","900 COLEMAN ST, CHARLOTTESVILLE, VA"
1902,"1300 Avon St, Charlottesville, Virginia, 22902","1300 AVON ST, CHARLOTTESVILLE, VA"
1904,"100 W Water St, Charlottesville, Virginia, 22902","100 W WATER ST, CHARLOTTESVILLE, VA"
1905,"Ridge McIntire Rd & Preston Ave, Charlottesville, Virginia, 22902","RIDGE MCINTIRE RD & PRESTON AVE, CHARLOTTESVILLE, VA"
1907,"500 Garrett St, Charlottesville, Virginia, 22902","500 GARRETT ST, CHARLOTTESVILLE, VA"
1908,"800 Dale Ave, Charlottesville, Virginia, 22903","800 DALE AVE, CHARLOTTESVILLE, VA"
1909,"200 11th St NE, Charlottesville, Virginia, 22902","200 11TH ST NE, CHARLOTTESVILLE, VA"
1910,"600 Lyons Ct, Charlottesville, Virginia, 22902","600 LYONS CT, CHARLOTTESVILLE, VA"
1915,"Ridge St & Cherry Ave, Charlottesville, Virginia, 22902","RIDGE ST & CHERRY AVE, CHARLOTTESVILLE, VA"
1916,"Nassau St, Charlottesville, Virginia, 22902","NASSAU ST, CHARLOTTESVILLE, VA"
1918,"1100 John St, Charlottesville, Virginia, 22903","1100 JOHN ST, CHARLOTTESVILLE, VA"
1919,"300 Monte Vista Ave, Charlottesville, Virginia, 22903","300 MONTE VISTA AVE, CHARLOTTESVILLE, VA"
1920,"100 Monte Vista Avenue, Charlottesville, Virginia, 22903","100 MONTE VISTA AVENUE, CHARLOTTESVILLE, VA"
1926,"800 Rialto St, Charlottesville, Virginia, 22902","800 RIALTO ST, CHARLOTTESVILLE, VA"
1929,"Dairy Rd, Charlottesville, Virginia, 22903","DAIRY RD, CHARLOTTESVILLE, VA"
1931,"Barracks Road, Charlottesville, Virginia","BARRACKS ROAD, CHARLOTTESVILLE, VA"
1933,"100 Cresap Rd, Charlottesville, Virginia, 22903","100 CRESAP RD, CHARLOTTESVILLE, VA"
1935,"500 Park Plz, Charlottesville, Virginia, 22902","500 PARK PLZ, CHARLOTTESVILLE, VA"
1939,"900 Montrose Avenue, Charlottesville, Virginia, 22902","900 MONTROSE AVENUE, CHARLOTTESVILLE, VA"
1941,"1200 Agnese St, Charlottesville, Virginia, 22901","1200 AGNESE ST, CHARLOTTESVILLE, VA"
1943,"300 Oak St, Charlottesville, Virginia, 22903","300 OAK ST, CHARLOTTESVILLE, VA"
1944,"1800 University Ave, Charlottesville, Virginia, 22903","1800 UNIVERSITY AVE, CHARLOTTESVILLE, VA"
1947,"200 Rosser Ave E, Charlottesville, Virginia, 22903","200 ROSSER AVE E, CHARLOTTESVILLE, VA"
1949,"700 Rose Hill Dr, Charlottesville, Virginia, 22903","700 ROSE HILL DR, CHARLOTTESVILLE, VA"
1951,"1700 Cherry Ave, Charlottesville, Virginia, 22903","1700 CHERRY AVE, CHARLOTTESVILLE, VA"
1952,"700 12th St NW, Charlottesville, Virginia, 22903","700 12TH ST NW, CHARLOTTESVILLE, VA"
1955,"400 E Water St, Charlottesville, Virginia, 22902","400 E WATER ST, CHARLOTTESVILLE, VA"
1956,"600 Albemarle St, Charlottesville, Virginia, 22903","600 ALBEMARLE ST, CHARLOTTESVILLE, VA"
1958,"1200 Park st, Charlottesville, Virginia, 22901","1200 PARK ST, CHARLOTTESVILLE, VA"
1960,"1200 Cutler Ln, Charlottesville, Virginia, 22901","1200 CUTLER LN, CHARLOTTESVILLE, VA"
1961,"Village Rd, Charlottesville, Virginia, 22903","VILLAGE RD, CHARLOTTESVILLE, VA"
1962,"900 Rialto St, Charlottesville, Virginia, 22902","900 RIALTO ST, CHARLOTTESVILLE, VA"
1965,"700 5th St SW, Charlottesville, Virginia, 22903","700 5TH ST SW, CHARLOTTESVILLE, VA"
1969,"Ridge Street, Charlottesville, Virginia","RIDGE STREET, CHARLOTTESVILLE, VA"
1975,"1800 Stadium Rd, Charlottesville, Virginia, 22903","1800 STADIUM RD, CHARLOTTESVILLE, VA"
1981,"1600 Rugby Ave, Charlottesville, Virginia, 22903","1600 RUGBY AVE, CHARLOTTESVILLE, VA"
1982,"Longwood Dr, Charlottesville, Virginia, 22903","LONGWOOD DR, CHARLOTTESVILLE, VA"
1985,"700 Watson Ave, Charlottesville, Virginia, 22901","700 WATSON AVE, CHARLOTTESVILLE, VA"
1987,"2200 Hill St, Charlottesville, Virginia, 22903","2200 HILL ST, CHARLOTTESVILLE, VA"
1989,"Marshall St, Charlottesville, Virginia, 22901","MARSHALL ST, CHARLOTTESVILLE, VA"
1991,"Angus Rd & Emmet St N, Charlottesville, Virginia, 22901","ANGUS RD & EMMET ST N, CHARLOTTESVILLE, VA"
1995,"100 Harmon St, Charlottesville, Virginia, 22903","100 HARMON ST, CHARLOTTESVILLE, VA"
1997,"1100 Hazel St, Charlottesville, Virginia, 22902","1100 HAZEL ST, CHARLOTTESVILLE, VA"
1999,"N Berkshire Rd, Charlottesville, Virginia, 22901","N BERKSHIRE RD, CHARLOTTESVILLE, VA"
2002,"500 Paton St, Charlottesville, Virginia, 22903","500 PATON ST, CHARLOTTESVILLE, VA"
2004,"Jefferson Park Ave & Emmet St S, Charlottesville, Virginia, 22903","JEFFERSON PARK AVE & EMMET ST S, CHARLOTTESVILLE, VA"
2008,"500 Carlton Rd, Charlottesville, Virginia, 22902","500 CARLTON RD, CHARLOTTESVILLE, VA"
2009,"River Rd, Charlottesville, Virginia, 22901","RIVER RD, CHARLOTTESVILLE, VA"
2010,"1500 Cabell Ave, Charlottesville, Virginia, 22903","1500 CABELL AVE, CHARLOTTESVILLE, VA"
2012,"1200 E High St, Charlottesville, Virginia, 22902","1200 E HIGH ST, CHARLOTTESVILLE, VA"
2014,"400 Jones St, Charlottesville, Virginia, 22903","400 JONES ST, CHARLOTTESVILLE, VA"
2016,"100 Avon St, Charlottesville, Virginia, 22902","100 AVON ST, CHARLOTTESVILLE, VA"
2017,"1700 Yorktown Dr, Charlottesville, Virginia, 22901","1700 YORKTOWN DR, CHARLOTTESVILLE, VA"
2018,"600 Shamrock Rd, Charlottesville, Virginia, 22903","600 SHAMROCK RD, CHARLOTTESVILLE, VA"
2019,"100 Antoinette Ct, Charlottesville, Virginia, 22903","100 ANTOINETTE CT, CHARLOTTESVILLE, VA"
2021,"5th St SW & Dice St, Charlottesville, Virginia, 22903","5TH ST SW & DICE ST, CHARLOTTESVILLE, VA"
2022,"400 Avon St, Charlottesville, Virginia, 22902","400 AVON ST, CHARLOTTESVILLE, VA"
2024,"Page St, Charlottesville, Virginia, 22903","PAGE ST, CHARLOTTESVILLE, VA"
2029,"1500 Green St, Charlottesville, Virginia, 22902","1500 GREEN ST, CHARLOTTESVILLE, VA"
2030,"1600 Jamestown Dr, Charlottesville, Virginia, 22901","1600 JAMESTOWN DR, CHARLOTTESVILLE, VA"
2034,"1100 Holmes Ave, Charlottesville, Virginia, 22901","1100 HOLMES AVE, CHARLOTTESVILLE, VA"
2036,"Smith St, Charlottesville, Virginia, 22901","SMITH ST, CHARLOTTESVILLE, VA"
2037,"1500 Kenwood Ln, Charlottesville, Virginia, 22901","1500 KENWOOD LN, CHARLOTTESVILLE, VA"
2041,"500 Lexington Ave, Charlottesville, Virginia, 22902","500 LEXINGTON AVE, CHARLOTTESVILLE, VA"
2042,"1600 Greenleaf Ln, Charlottesville, Virginia, 22903","1600 GREENLEAF LN, CHARLOTTESVILLE, VA"
2043,"100 Rothery Rd, Charlottesville, Virginia, 22903","100 ROTHERY RD, CHARLOTTESVILLE, VA"
2045,"900 Saint Charles Ave, Charlottesville, Virginia, 22901","900 SAINT CHARLES AVE, CHARLOTTESVILLE, VA"
2046,"500 7th St NE, Charlottesville, Virginia, 22902","500 7TH ST NE, CHARLOTTESVILLE, VA"
2052,"1900 Barracks Rd, Charlottesville, Virginia, 22903","1900 BARRACKS RD, CHARLOTTESVILLE, VA"
2058,"600 Moseley Dr, Charlottesville, Virginia, 22903","600 MOSELEY DR, CHARLOTTESVILLE, VA"
2060,"Preston Ave & 8th St NW, Charlottesville, Virginia, 22903","PRESTON AVE & 8TH ST NW, CHARLOTTESVILLE, VA"
2061,"400 Oak St, Charlottesville, Virginia, 22903","400 OAK ST, CHARLOTTESVILLE, VA"
2066,"Barbour Dr, Charlottesville, Virginia, 22903","BARBOUR DR, CHARLOTTESVILLE, VA"
2073,"800 Watson Ave, Charlottesville, Virginia, 22901","800 WATSON AVE, CHARLOTTESVILLE, VA"
2075,"1000 Avon Street, Charlottesville, Virginia, 22902","1000 AVON STREET, CHARLOTTESVILLE, VA"
2076,"100 McIntire Rd, Charlottesville, Virginia, 22902","100 MCINTIRE RD, CHARLOTTESVILLE, VA"
2083,"1500 Greenleaf Ln, Charlottesville, Virginia, 22903","1500 GREENLEAF LN, CHARLOTTESVILLE, VA"
2085,"600 Massie Road, Charlottesville, Virginia, 22903","600 MASSIE ROAD, CHARLOTTESVILLE, VA"
2094,"100 Azalea Dr, Charlottesville, Virginia, 22903","100 AZALEA DR, CHARLOTTESVILLE, VA"
2106,"100 W High St, Charlottesville, Virginia, 22902","100 W HIGH ST, CHARLOTTESVILLE, VA"
2111,"Lambeth Cmns, Charlottesville, Virginia, 22903","LAMBETH CMNS, CHARLOTTESVILLE, VA"
2112,"250 Byp & Hydraulic Rd, Charlottesville, Virginia, 22901","250 BYP & HYDRAULIC RD, CHARLOTTESVILLE, VA"
2114,"1300 Harris St, Charlottesville, Virginia, 22903","1300 HARRIS ST, CHARLOTTESVILLE, VA"
2115,"200 Emmet St S, Charlottesville, Virginia, 22903","200 EMMET ST S, CHARLOTTESVILLE, VA"
2118,"200 Sunset Ave, Charlottesville, Virginia, 22903","200 SUNSET AVE, CHARLOTTESVILLE, VA"
2119,"2200 Hydraulic Rd, Charlottesville, Virginia, 22901","2200 HYDRAULIC RD, CHARLOTTESVILLE, VA"
2125,"500 Belvedere Blvd, Charlottesville, Virginia, 22901","500 BELVEDERE BLVD, CHARLOTTESVILLE, VA"
2128,"University Ave & Emmet St N, Charlottesville, Virginia, 22903","UNIVERSITY AVE & EMMET ST N, CHARLOTTESVILLE, VA"
2129,"Goodman St, Charlottesville, Virginia, 22902","GOODMAN ST, CHARLOTTESVILLE, VA"
2130,"100 Stadium Rd, Charlottesville, Virginia, 22903","100 STADIUM RD, CHARLOTTESVILLE, VA"
2140,"Anderson St & 8th St NW, Charlottesville, Virginia, 22903","ANDERSON ST & 8TH ST NW, CHARLOTTESVILLE, VA"
2142,"Arlington Blvd & Emmet St N, Charlottesville, Virginia, 22903","ARLINGTON BLVD & EMMET ST N, CHARLOTTESVILLE, VA"
2147,"1900 Stadium Rd, Charlottesville, Virginia, 22903","1900 STADIUM RD, CHARLOTTESVILLE, VA"
2148,"900 Monticello Rd, Charlottesville, Virginia, 22902","900 MONTICELLO RD, CHARLOTTESVILLE, VA"
2152,"Rockland Ave, Charlottesville, Virginia, 22902","ROCKLAND AVE, CHARLOTTESVILLE, VA"
2155,"1600 Grove Street Ext, Charlottesville, Virginia, 22903","1600 GROVE STREET EXT, CHARLOTTESVILLE, VA"
2158,"1300 Richmond Rd, Charlottesville, Virginia, 22911","1300 RICHMOND RD, CHARLOTTESVILLE, VA"
2159,"600 Hinton Ave, Charlottesville, Virginia, 22902","600 HINTON AVE, CHARLOTTESVILLE, VA"
2163,"1400 Wertland St, Charlottesville, Virginia, 22903","1400 WERTLAND ST, CHARLOTTESVILLE, VA"
2165,"Saint George Ave, Charlottesville, Virginia, 22901","SAINT GEORGE AVE, CHARLOTTESVILLE, VA"
2167,"100 Burnet Way, Charlottesville, Virginia, 22902","100 BURNET WAY, CHARLOTTESVILLE, VA"
2168,"800 North Ave, Charlottesville, Virginia, 22901","800 NORTH AVE, CHARLOTTESVILLE, VA"
2171,"800 Monticello Ave, Charlottesville, Virginia, 22902","800 MONTICELLO AVE, CHARLOTTESVILLE, VA"
2173,"800 E High St, Charlottesville, Virginia, 22902","800 E HIGH ST, CHARLOTTESVILLE, VA"
2176,"400 Robinson Pl, Charlottesville, Virginia, 22902","400 ROBINSON PL, CHARLOTTESVILLE, VA"
2177,"500 Rialto St, Charlottesville, Virginia, 22902","500 RIALTO ST, CHARLOTTESVILLE, VA"
2178,"700 Belmont Cottage Ln, Charlottesville, Virginia, 22902","700 BELMONT COTTAGE LN, CHARLOTTESVILLE, VA"
2179,"Minor Court Ln, Charlottesville, Virginia, 22903","MINOR COURT LN, CHARLOTTESVILLE, VA"
2182,"400 11th St NW, Charlottesville, Virginia, 22903","400 11TH ST NW, CHARLOTTESVILLE, VA"
2190,"Bolling Ave, Charlottesville, Virginia, 22902","BOLLING AVE, CHARLOTTESVILLE, VA"
2191,"700 Avon St, Charlottesville, Virginia, 22902","700 AVON ST, CHARLOTTESVILLE, VA"
2192,"500 250 Byp, Charlottesville, Virginia, 22903","500 250 BYP, CHARLOTTESVILLE, VA"
2194,"100 Oak Lawn Dr, Charlottesville, Virginia, 22903","100 OAK LAWN DR, CHARLOTTESVILLE, VA"
2196,"Stribling Ave, Charlottesville, Virginia, 22903","STRIBLING AVE, CHARLOTTESVILLE, VA"
2198,"200 Brookwood Dr, Charlottesville, Virginia, 22902","200 BROOKWOOD DR, CHARLOTTESVILLE, VA"
2199,"1000 Rose Hill Dr, Charlottesville, Virginia, 22903","1000 ROSE HILL DR, CHARLOTTESVILLE, VA"
2204,"100 Lide Pl, Charlottesville, Virginia, 22902","100 LIDE PL, CHARLOTTESVILLE, VA"
2208,"400 Mobile Ln, Charlottesville, Virginia, 22903","400 MOBILE LN, CHARLOTTESVILLE, VA"
2211,"1300 Pen Park Rd, Charlottesville, Virginia, 22901","1300 PEN PARK RD, CHARLOTTESVILLE, VA"
2213,"6 1/2 St SW, Charlottesville, Virginia, 22903","6 1/2 ST SW, CHARLOTTESVILLE, VA"
2214,"1500 Jefferson Park Ave, Charlottesville, Virginia, 22903","1500 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
2215,"500 Massie Rd, Charlottesville, Virginia, 22903","500 MASSIE RD, CHARLOTTESVILLE, VA"
2216,"N Baker St, Charlottesville, Virginia, 22903","N BAKER ST, CHARLOTTESVILLE, VA"
2218,"1600 Saint Annes Rd, Charlottesville, Virginia, 22901","1600 SAINT ANNES RD, CHARLOTTESVILLE, VA"
2222,"1100 Saint Charles Ct, Charlottesville, Virginia, 22901","1100 SAINT CHARLES CT, CHARLOTTESVILLE, VA"
2223,"1000 Birdwood Rd, Charlottesville, Virginia, 22903","1000 BIRDWOOD RD, CHARLOTTESVILLE, VA"
2227,"900 Old Farm Rd, Charlottesville, Virginia, 22903","900 OLD FARM RD, CHARLOTTESVILLE, VA"
2228,"400 Paton St, Charlottesville, Virginia, 22903","400 PATON ST, CHARLOTTESVILLE, VA"
2229,"100 Gildersleeve Wood, Charlottesville, Virginia, 22903","100 GILDERSLEEVE WOOD, CHARLOTTESVILLE, VA"
2234,"200 Raymond Ave, Charlottesville, Virginia, 22903","200 RAYMOND AVE, CHARLOTTESVILLE, VA"
